# OpenMATB Scenario: full_calibration_pdry03_c1.txt
# Full-study calibration -- condition 1, 9 min continuous
#
# Participant  : PDRY03
# d_final      : 0.2000
# delta        : 0.8000
# Level anchors: LOW=-0.6000, MODERATE=0.2000, HIGH=1.0000
# Block order  : M H L H L M L M H  (L=LOW M=MODERATE H=HIGH)
# Seed basis   : <participant>|<condition>|<block_index>
# Generated by : scripts/generate_full_study_scenarios.py

0:00:00;labstreaminglayer;start
0:00:00;labstreaminglayer;marker;STUDY/V0/calibration_condition/1/START|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:00:00;scheduling;start
0:00:00;communications;voiceidiom;english
0:00:00;communications;voicegender;male
0:00:05;labstreaminglayer;marker;STUDY/V0/calibration_condition/1/block_01/MODERATE/START|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:00:05;track;taskupdatetime;35
0:00:05;track;joystickforce;2
0:00:05;resman;tank-a-lossperminute;111
0:00:05;resman;tank-b-lossperminute;111
0:00:05;track;start
0:00:05;sysmon;start
0:00:05;communications;start
0:00:05;resman;start
0:00:15;communications;radioprompt;other
0:00:20;resman;pump-8-state;failure
0:00:22;sysmon;lights-2-failure;True
0:00:30;resman;pump-8-state;off
0:00:34;sysmon;lights-2-failure;True
0:00:42;resman;pump-7-state;failure
0:00:43;sysmon;scales-3-failure;True
0:00:52;resman;pump-7-state;off
0:00:55;sysmon;lights-1-failure;True
0:00:56;sysmon;scales-4-failure;True
0:00:58;sysmon;scales-2-failure;True
0:01:04;labstreaminglayer;marker;STUDY/V0/calibration_condition/1/block_01/MODERATE/END|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:01:05;labstreaminglayer;marker;STUDY/V0/calibration_condition/1/block_02/HIGH/START|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:01:05;track;taskupdatetime;22
0:01:05;track;joystickforce;2
0:01:05;resman;tank-a-lossperminute;211
0:01:05;resman;tank-b-lossperminute;211
0:01:10;resman;pump-8-state;failure
0:01:10;sysmon;lights-1-failure;True
0:01:10;communications;radioprompt;other
0:01:20;resman;pump-8-state;off
0:01:20;sysmon;scales-2-failure;True
0:01:22;sysmon;scales-1-failure;True
0:01:26;resman;pump-7-state;failure
0:01:28;sysmon;lights-2-failure;True
0:01:29;communications;radioprompt;own
0:01:31;sysmon;scales-4-failure;True
0:01:34;sysmon;scales-2-failure;True
0:01:36;resman;pump-7-state;off
0:01:36;sysmon;lights-2-failure;True
0:01:38;sysmon;lights-2-failure;True
0:01:39;resman;pump-4-state;failure
0:01:41;sysmon;lights-2-failure;True
0:01:44;sysmon;lights-1-failure;True
0:01:49;resman;pump-4-state;off
0:01:52;sysmon;lights-1-failure;True
0:01:53;sysmon;scales-3-failure;True
0:01:58;sysmon;scales-4-failure;True
0:02:00;sysmon;scales-1-failure;True
0:02:04;labstreaminglayer;marker;STUDY/V0/calibration_condition/1/block_02/HIGH/END|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:02:05;labstreaminglayer;marker;STUDY/V0/calibration_condition/1/block_03/LOW/START|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:02:05;track;taskupdatetime;47
0:02:05;track;joystickforce;3
0:02:05;resman;tank-a-lossperminute;59
0:02:05;resman;tank-b-lossperminute;59
0:02:11;sysmon;lights-2-failure;True
0:02:42;communications;radioprompt;other
0:02:46;resman;pump-8-state;failure
0:02:56;resman;pump-8-state;off
0:03:00;sysmon;scales-1-failure;True
