# OpenMATB Scenario: full_calibration_pdry06_c1.txt
# Full-study calibration -- condition 1, 9 min continuous
#
# Participant  : PDRY06
# d_final      : 0.5000
# delta        : 0.8000
# Level anchors: LOW=-0.3000, MODERATE=0.5000, HIGH=1.3000
# Block order  : L M H M H L H L M  (L=LOW M=MODERATE H=HIGH)
# Seed basis   : <participant>|<condition>|<block_index>
# Generated by : scripts/generate_full_study_scenarios.py

0:00:00;labstreaminglayer;start
0:00:00;labstreaminglayer;marker;STUDY/V0/calibration_condition/1/START|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:00:00;scheduling;start
0:00:00;communications;voiceidiom;english
0:00:00;communications;voicegender;male
0:00:05;labstreaminglayer;marker;STUDY/V0/calibration_condition/1/block_01/LOW/START|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:00:05;track;taskupdatetime;42
0:00:05;track;joystickforce;3
0:00:05;resman;tank-a-lossperminute;75
0:00:05;resman;tank-b-lossperminute;75
0:00:05;track;start
0:00:05;sysmon;start
0:00:05;communications;start
0:00:05;resman;start
0:00:20;resman;pump-7-state;failure
0:00:21;communications;radioprompt;other
0:00:30;resman;pump-7-state;off
0:00:32;sysmon;scales-2-failure;True
0:00:41;sysmon;lights-1-failure;True
0:00:43;sysmon;scales-3-failure;True
0:00:49;sysmon;lights-2-failure;True
0:01:04;labstreaminglayer;marker;STUDY/V0/calibration_condition/1/block_01/LOW/END|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:01:05;labstreaminglayer;marker;STUDY/V0/calibration_condition/1/block_02/MODERATE/START|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:01:05;track;taskupdatetime;30
0:01:05;track;joystickforce;2
0:01:05;resman;tank-a-lossperminute;141
0:01:05;resman;tank-b-lossperminute;141
0:01:08;sysmon;scales-4-failure;True
0:01:12;sysmon;lights-1-failure;True
0:01:14;sysmon;scales-3-failure;True
0:01:17;sysmon;lights-2-failure;True
0:01:18;sysmon;scales-1-failure;True
0:01:22;sysmon;scales-2-failure;True
0:01:26;resman;pump-8-state;failure
0:01:30;communications;radioprompt;other
0:01:32;sysmon;lights-2-failure;True
0:01:36;resman;pump-8-state;off
0:01:42;sysmon;lights-1-failure;True
0:01:50;resman;pump-7-state;failure
0:02:00;resman;pump-7-state;off
0:02:04;labstreaminglayer;marker;STUDY/V0/calibration_condition/1/block_02/MODERATE/END|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:02:05;labstreaminglayer;marker;STUDY/V0/calibration_condition/1/block_03/HIGH/START|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:02:05;track;taskupdatetime;18
0:02:05;track;joystickforce;1
0:02:05;resman;tank-a-lossperminute;268
0:02:05;resman;tank-b-lossperminute;268
0:02:08;communications;radioprompt;own
0:02:11;sysmon;lights-2-failure;True
0:02:13;resman;pump-8-state;failure
0:02:16;sysmon;lights-1-failure;True
0:02:17;sysmon;lights-2-failure;True
0:02:23;resman;pump-8-state;off
0:02:25;sysmon;lights-2-failure;True
0:02:25;sysmon;scales-3-failure;True
0:02:26;resman;pump-2-state;failure
0:02:28;sysmon;scales-2-failure;True
0:02:31;communications;radioprompt;other
0:02:31;sysmon;lights-2-failure;True
0:02:36;resman;pump-2-state;off
0:02:36;sysmon;lights-2-failure;True
0:02:37;sysmon;scales-4-failure;True
0:02:42;sysmon;scales-1-failure;True
0:02:43;sysmon;lights-1-failure;True
0:02:45;sysmon;scales-2-failure;True
