# OpenMATB Scenario: full_calibration_pdry07_c1.txt
# Full-study calibration -- condition 1, 9 min continuous
#
# Participant  : PDRY07
# d_final      : 0.0000
# delta        : 0.8000
# Level anchors: LOW=-0.8000, MODERATE=0.0000, HIGH=0.8000
# Block order  : L H M H M L M L H  (L=LOW M=MODERATE H=HIGH)
# Seed basis   : <participant>|<condition>|<block_index>
# Generated by : scripts/generate_full_study_scenarios.py

0:00:00;labstreaminglayer;start
0:00:00;labstreaminglayer;marker;STUDY/V0/calibration_condition/1/START|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:00:00;scheduling;start
0:00:00;communications;voiceidiom;english
0:00:00;communications;voicegender;male
0:00:05;labstreaminglayer;marker;STUDY/V0/calibration_condition/1/block_01/LOW/START|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:00:05;track;taskupdatetime;50
0:00:05;track;joystickforce;3
0:00:05;resman;tank-a-lossperminute;50
0:00:05;resman;tank-b-lossperminute;50
0:00:05;track;start
0:00:05;sysmon;start
0:00:05;communications;start
0:00:05;resman;start
0:00:12;sysmon;lights-1-failure;True
0:00:28;sysmon;scales-1-failure;True
0:00:31;communications;radioprompt;other
0:00:49;resman;pump-7-state;failure
0:00:59;resman;pump-7-state;off
0:01:04;labstreaminglayer;marker;STUDY/V0/calibration_condition/1/block_01/LOW/END|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:01:05;labstreaminglayer;marker;STUDY/V0/calibration_condition/1/block_02/HIGH/START|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:01:05;track;taskupdatetime;25
0:01:05;track;joystickforce;2
0:01:05;resman;tank-a-lossperminute;180
0:01:05;resman;tank-b-lossperminute;180
0:01:08;resman;pump-8-state;failure
0:01:09;sysmon;lights-2-failure;True
0:01:12;sysmon;scales-2-failure;True
0:01:13;sysmon;lights-2-failure;True
0:01:14;communications;radioprompt;other
0:01:14;sysmon;scales-2-failure;True
0:01:16;sysmon;scales-1-failure;True
0:01:18;resman;pump-8-state;off
0:01:35;resman;pump-7-state;failure
0:01:38;sysmon;scales-3-failure;True
0:01:40;sysmon;scales-4-failure;True
0:01:41;communications;radioprompt;own
0:01:43;sysmon;lights-1-failure;True
0:01:45;resman;pump-7-state;off
0:01:46;sysmon;lights-1-failure;True
0:01:47;sysmon;lights-1-failure;True
0:01:51;sysmon;scales-4-failure;True
0:01:56;sysmon;lights-2-failure;True
0:02:04;labstreaminglayer;marker;STUDY/V0/calibration_condition/1/block_02/HIGH/END|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:02:05;labstreaminglayer;marker;STUDY/V0/calibration_condition/1/block_03/MODERATE/START|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:02:05;track;taskupdatetime;38
0:02:05;track;joystickforce;2
0:02:05;resman;tank-a-lossperminute;95
0:02:05;resman;tank-b-lossperminute;95
0:02:09;communications;radioprompt;other
0:02:30;resman;pump-7-state;failure
0:02:38;sysmon;scales-3-failure;True
0:02:40;resman;pump-7-state;off
0:02:43;sysmon;lights-1-failure;True
0:02:47;sysmon;scales-1-failure;True
0:02:48;resman;pump-8-state;failure
0:02:54;sysmon;lights-2-failure;True
0:02:58;resman;pump-8-state;off
0:03:04;labstreaminglayer;marker;STUDY/V0/calibration_condition/1/block_03/MODERATE/END|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
